,Date,Adj Close
0,0,30.0
1,1,30.366945895460166
2,2,30.107388496811268
3,3,30.121250590295478
4,4,29.404404507095364
5,5,29.205096105424765
6,6,29.528531058145937
7,7,29.368978128498856
8,8,29.484253157085725
9,9,29.27200729920993
10,10,29.195155845906847
11,11,28.30839450542145
12,12,28.695686646529612
13,13,29.09052497105684
14,14,29.235209081875826
15,15,29.356471711976624
16,16,29.303573877854426
17,17,29.18519575931614
18,18,29.11088551889293
19,19,29.50528052174419
20,20,29.56921931889491
21,21,29.69651376318737
22,22,29.646578968882164
23,23,29.674751890089112
24,24,30.48037687340796
25,25,30.446832994633823
26,26,30.59696951304409
27,27,31.087544784031437
28,28,30.476390526991597
29,29,30.27927817888554
30,30,30.559377339863207
31,31,30.0540902501781
32,32,29.88934125260413
33,33,29.93960628738013
34,34,29.798715894979118
35,35,29.739670261616965
36,36,29.81629523055094
37,37,29.91195205780349
38,38,29.876713863535556
39,39,29.951380621499176
40,40,29.936940791986444
41,41,29.709430146002383
42,42,29.668869310918843
43,43,29.714083763998367
44,44,29.752905313258392
45,45,30.19987894883894
46,46,30.07335512787425
47,47,29.8270269683257
48,48,29.44245838040816
49,49,29.727578912129754
50,50,30.113037443026247
51,51,29.905928723118475
52,52,29.66551204749321
53,53,29.737842715549107
54,54,29.07830926778297
55,55,29.003837310783286
56,56,28.846548284613373
57,57,28.90479964844539
58,58,28.72992484555601
59,59,28.564059434226387
60,60,28.794433234859444
61,61,28.83609837363225
62,62,28.245262390158995
63,63,28.035052489784402
64,64,27.98369914662773
65,65,28.17091808756313
66,66,27.789125366285138
67,67,28.123702758787022
68,68,28.12080618572592
69,69,28.729556122875497
70,70,28.53208329120392
71,71,28.23924148645582
72,72,28.30330456755138
73,73,28.495450462691398
74,74,28.597554491939913
75,75,28.610292171876143
76,76,28.470244386458354
77,77,28.325494408401777
78,78,28.54657940220267
79,79,28.14688086675247
80,80,28.171507300960673
81,81,28.111829330688348
82,82,28.56549862703986
83,83,28.47543411115155
84,84,28.90028678680927
85,85,28.997091907652575
86,86,28.91490977571194
87,87,28.81898122593969
88,88,28.75813382971703
89,89,27.90468474712056
90,90,27.564670419889676
91,91,27.5981583960375
92,92,27.552982192960148
93,93,27.642445673043323
94,94,27.21854399110415
95,95,27.308079202356335
96,96,27.44189568872295
97,97,27.493421636231506
98,98,28.110909490360473
99,99,28.16944273301461
100,100,28.073224437342105
101,101,27.99124619232964
102,102,28.085997179852622
103,103,27.932170777671637
104,104,27.932447927719878
105,105,28.104152899946847
106,106,27.896150561462562
107,107,28.052958503652537
108,108,27.948504427319207
109,109,28.234059480273977
110,110,28.623601939774304
111,111,28.723210875059703
112,112,28.863814898744945
113,113,28.980586083075607
114,114,28.781714780463304
115,115,28.455132707247564
116,116,28.532920670008526
117,117,28.52066390243666
118,118,28.616475237640557
119,119,28.392106059676344
120,120,28.47334416412031
121,121,28.29820666794165
122,122,28.11603339477341
123,123,28.411232677170496
124,124,28.53401249002983
125,125,28.326487265720278
126,126,27.963318331796753
127,127,28.356943972828933
128,128,28.05960559523615
129,129,28.084481141038246
130,130,27.989530224102293
131,131,27.95793730216084
132,132,27.720609825769408
133,133,27.755732149172232
134,134,27.14800306329598
135,135,27.079037679920223
136,136,27.394244609518232
137,137,27.10777068688277
138,138,27.30831314863007
139,139,27.184649243892462
140,140,27.186460232637007
141,141,27.52801505209115
142,142,27.453430733574585
143,143,27.364426715208964
144,144,27.312270044191287
145,145,27.280262457696065
146,146,27.017599915194857
147,147,27.2856936507188
148,148,27.462024733942485
149,149,27.747002484025437
150,150,27.617321908225936
151,151,27.801156011284185
152,152,28.005056957799994
153,153,27.943746063439125
154,154,27.89602277127404
155,155,27.27771107499359
156,156,27.127998115233652
157,157,26.871886447849608
158,158,26.493007922992284
159,159,26.604086026291156
160,160,26.201558237934734
161,161,26.374247417657383
162,162,26.070989308412308
163,163,26.161518394108757
164,164,26.131224999801738
165,165,26.23110194238689
166,166,26.35881732666181
167,167,26.55287926105201
168,168,26.822053651794384
169,169,26.836656100181944
170,170,26.596092196881123
171,171,26.386539637658597
172,172,25.99815282436041
173,173,25.567097984111506
174,174,25.076495197167972
